name,os,power_state,virtualization_type
VMware VM 6.5 identified as Win2019Std-DMZ-Template on mcr-esxprod-33,,,
VMware VM 6.5 identified as mcr-sqldbpr-06.asl.apexglobal.com on mcr-esxprod-33,,,
VMware VM 6.5 identified as mcr-tshlxwpr-16.asl.apexglobal.com on mcr-esxprod-33,,,
VMware VM 6.5 identified as mcr-tspwpr-10.asl.apexglobal.com on mcr-esxprod-33,,,
VMware VM 6.5 identified as mcr-erwpr-01.asl.apexglobal.com on mcr-esxprod-33,,,
VMware VM 6.5 identified as mcr-rpasbpr-12.asl.apexglobal.com on mcr-esxprod-33,,,
VMware VM 6.7 identified as mcr-jssimpr-01.apexglobal.com on mcr-esxprod-03,,,
VMware VM 6.7 identified as mcr-avproxpr-05.apexglobal.com on mcr-esxprod-03,,,
VMware VM 6.7 identified as mcr-tshlxlpr-09.apexglobal.com on mcr-esxprod-03,,,
VMware VM 6.5 identified as mcr-mstrqa-04.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-adeopqa-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-tmateqa-03.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-isecapde-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-flexapde-02.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-aadcqa-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-eidmdev-04.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-cldsdev-02 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-db-template-ready on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-itsmwbqa-02 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-rpaqa-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-bsademo-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-tsotstde-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-itbsadev-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-wlaqa-02.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as MCR-SQLDEV-44.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-tsttrkde-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-oatsapqa-02.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-flexapqa-02.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-bipsqa-02 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as MCR-SPWEBIUT-01.old.delete on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-mstrqa-02 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-bpadev-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-avmpxyqa-04.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-spwebiut-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-okwsdev-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-rpasbqa-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-bppmcsqa-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-spwebqa-04.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-issuqa-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-ctmqa-03 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-tsimdev-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-spwebqa-03.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-erwdev-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-it2dev-05.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-hrtaleqa-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-bir12dev-02 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-cldsdev-04 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-spcendev-03.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-oktaqa-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-tsimclqa-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-AWEQA-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-spwfedev-02_Restore1107 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-flexbcde-02.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-spcendev-02 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-exchqa-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-testde-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-itsmchde-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-smbprxqa-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-bsmssoqa-01 on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-swiftdev-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-rpaqa-02.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-wmccde-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-spowaqa-02.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-spwfedev-03.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-soc-de-01.asl.apexglobal.com on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-aclaxqa-01-donotpoweron on mcr-esxdevqa-18,,,
VMware VM 6.5 identified as mcr-rpaserpr-08.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as PHXSQLTEMP01 on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-mstrqa-05.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-tshlxwpr-01.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-tshlxwpr-21.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-owzappr-01.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-rhqpr-01.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-rpasbpr-18.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-pconsole-01 on mcr-esxprod-25,,,
VMware VM 6.5 identified as MCR-HTPR-02.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-tshlxwpr-14.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as ldn-bmcweb-01 on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-tshlxwpr-24.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-hyesbpr-01.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-crspr-01.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-psafepr-01 on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-tshlxwpr-06.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-enmapr-02 on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-hittunag-01 on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-tshlxwpr-10.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-mysqldb-02.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-dcfm-01.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-sqldb-57.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-tshlxwpr-22.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-fprxpr-02 on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-ccurepr-01 on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-bpapr-02.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-bppmispr-06 on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-patrwpr-01 on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-spwfepr-01.asl.apexglobal.com on mcr-esxprod-25,,,
VMware VM 6.5 identified as mcr-fpmsde-02.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-tsacqa-01.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-mdmiut-02 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-dccamde-01 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-vbabkpde-01 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-csmispde-01.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-apmqa-01 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-avmpxyqa-06.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-bdadev-02 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-mediadev-01 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-mspsdev-02-p2v.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-patrxde-01.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-euemmqa-01 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-cloudqa-04 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-zjirade-03.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-adapqa-03 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-jbwebsit-01.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-nfsprxqa-01 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-wmportde-01.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-jbesdev-01.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-synqa-02.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-cdrqa-03.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-scmde-01.apexglobal.com-decommissioned on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-bladeqa-02.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-grcqa-01 on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-cdrdev-03.apexglobal.com-dcommissioned on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-mspsdev-02-new.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-bmcdbade-01.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-mdmssqa-01.apexglobal.com_decom_pending on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-mspsdev-03.apexglobal.com on mcr-esxdevqa-11,,,
VMware VM 6.5 identified as mcr-vscande-02 on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-vscande-03 on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-isecpop-01 on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-vscande-06.asl.apexglobal.com on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as IDL_CentOS_Master on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as vm-apandey-w1 on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-compl-01 on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-isecpr-02 on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-idlmsh-01 on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-vscande-05 on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as IDLMaster on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-vscande-04 on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-vscande-01.asl.apexglobal.com on mcr-esxdevqa-16,,,
VMware VM 6.5 identified as mcr-tshlxlpr-02.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-fesslxpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-RSMPWDpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-bibxpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-htdanlpr-03.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-isecpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-snappr-04.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-bpapr-03 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-htdanlpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-hlxabrpr-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-br-05-app on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-tsespr-03.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-nis-05 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-dpapr-03.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-unixmgpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-pcedatapr-02 on mcr-esxprod-14,,,
VMware VM 6.5 identified as dsm-prod-uk-mcr2-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-polyrprmpr-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-capdshpr-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-docpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-htdinvpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-mwftpr-02 on mcr-esxprod-14,,,
VMware VM 6.5 identified as adc-dev-uk-mcr2-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-mdmpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-onmcmsrd-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-patrxpr-08.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-tsacpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-snpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-alcmpr-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-tieprod-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-br-01-app.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-mxpr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as OPSHD03.bosidomain.com_172_24_8_217 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-patrxpr-11.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-hlxdatpr-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-tsdspr-03.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-hlxstrpr-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-euemapr-01-decommissioned on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-nis-08 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-redispr-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-polydmapr-01 on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-htdanlpr-02.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-intvapt-01.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-patrxpr-15.apexglobal.com on mcr-esxprod-14,,,
VMware VM 6.5 identified as mcr-isecqa-01.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-syndev-02.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-epducpdev-03.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-mspsdev-07-p2v.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-epddtrdev-03.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-ghedev-02.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-zjiraqa-03.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-zhedev-03.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-jbwebiut-01.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-jbwebdev-01.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as phxdmz-tbdev-01_temp on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-patrxde-01.apexglobal.com_old on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as phxdmz-fddev-02.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-grciut-01 on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-mdmdev-01_decom_pending on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-nfsisnw-01.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-euemcoqa-01 on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-dcomedev-01.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-sightqa-02 on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as mcr-epddtrdev-01 on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as phxdmz-fddev-01.apexglobal.com on mcr-esxdevqa-13,,,
VMware VM 6.5 identified as MCR-SQLTEMP-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-bladebi-03.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-tsisde-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-ctmqa-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-oktadev-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-ctmdev-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-bipsdev-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-commde-01.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-adldsde-02 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-pwstqa-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-appvisqa-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-cdatade-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-rhel8repo on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-b2bdev-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-swiftjump-1.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-dfm-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-myitarde-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-asede-01.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-scade-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-scade-03.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-chbtnjqa-01.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-eduperqa-01_Restore on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as MCR-PSWFEDEV-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-inforsnd-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-tsacdpde-99.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-myitwbqa-02 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-idpatest-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-smbprxqa-03 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-bppmisqa-02 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-itbsadev-02 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-dcdev-02 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-ancile-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-bsmopsde-01.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-tspsclqa-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-tshlxde-01.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-itsmsrqa-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-flexbcqa-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-trilde-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-flexrpde-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-rdsrd-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-omardev-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-cadev-03 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-myitmgde-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-itsmsrde-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-tshlxde-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-nlytepde-01.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-spqueqa-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as msm-bl01-Edrive on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-relayde-03.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-bissdev-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-appvisqa-02.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-patrwqa-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-omsade-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-bkpops-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-oatsapqa-01.asl.apexglobal.com on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-acrqa-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-itsmsode-01 on mcr-esxdevqa-24,,,
VMware VM 6.5 identified as mcr-tsisde-02 on mcr-esxdevqa-24,,,
VMware VM 6.0 identified as mcr-infosec-04n.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-tspwpr-01.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as Mcr-awedpr-02.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-discprxpr-03.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-mbprz-05 on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-mbprdb-03 on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-builddpr-04.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-scaprod-01 on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-enmadpr-03.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-dmodmzvc-02_DoNotPowerOn on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-tsispr-06.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-polypr-01 on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-nlytedpr-01.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-itsmsrpr-01.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-bseapppr-01.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-tsispr-03.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as MCR-SQLDB-45.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-pycsspr-01 on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-enmadpr-05.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-enmadpr-04.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as Mcr-adfsdpr-01.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-builddpr-02.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as Mcr-accdpr-01.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-itsmsopr-02.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-discprxpr-04.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-nlytedpr-02.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as MCR-SQLDB-42.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.0 identified as mcr-tsoftdpr-06.asl.apexglobal.com on mcr-esxprod-04,,,
VMware VM 6.5 identified as mcr-autoitde-09.apexglobal.com on mcr-esxdevqa-28,,,
VMware VM 6.5 identified as mcr-mwftdev-02 on mcr-esxdevqa-28,,,
VMware VM 6.5 identified as mcr-eidmqa-12.apexglobal.com on mcr-esxdevqa-28,,,
VMware VM 6.5 identified as mcr-automnqa-01 on mcr-esxdevqa-28,,,
VMware VM 6.5 identified as mcr-msjbqa-01 on mcr-esxdevqa-28,,,
VMware VM 6.5 identified as mcr-jssqa-02.apexglobal.com on mcr-esxdevqa-28,,,
VMware VM 6.5 identified as mcr-euemcoqa-02 on mcr-esxdevqa-28,,,
VMware VM 6.5 identified as mcr-wmgateqa-01.apexglobal.com on mcr-esxdevqa-28,,,
VMware VM 6.5 identified as mcr-icapdev-02.apexglobal.com on mcr-esxdevqa-28,,,
VMware VM 6.5 identified as mcr-icapdev-01.apexglobal.com on mcr-esxdevqa-28,,,
