name,version,vendor,install_date
bos.rte.edit,7.1.4.0,,
rsct.core.sr,3.2.1.0,,
X11.apps.util,7.1.0.0,,
polkit-libs,0.115,"Red Hat, Inc.",
bos.64bit,7.1.1.0,,
python3-chardet,3.0.4,"Red Hat, Inc.",
rsct.msg.en_US.core.errm,3.2.1.0,,
librepo,1.12.0,"Red Hat, Inc.",
dagent.rte,8.7.1.0,,
oddjob-mkhomedir,0.34.7,"Red Hat, Inc.",
bos.adt.syscalls,7.1.4.0,,
libattr,2.4.48,"Red Hat, Inc.",
bos.net.snapp,7.1.3.0,,
libSM,1.2.3,"Red Hat, Inc.",
devices.vdevice.IBM.l-lan.rte,7.1.4.0,,
libunistring,0.9.9,"Red Hat, Inc.",
bos.rte.libdbm,7.1.0.0,,
libsecret,0.18.6,"Red Hat, Inc.",
rsct.msg.en_US.core.utils,3.2.1.0,,
perl-Carp,1.42,"Red Hat, Inc.",
bos.rte.commands,7.1.4.0,,
systemd-udev,239,"Red Hat, Inc.",
devices.pci.00100100.com,7.1.3.0,,
authselect-libs,1.2.2,"Red Hat, Inc.",
devices.common.IBM.fc.hba-api,7.1.3.15,,
pkgconf,1.4.2,"Red Hat, Inc.",
words,3.0,"Red Hat, Inc.",
X11.base.xpconfig,7.1.0.0,,
elfutils-default-yama-scope,0.182,"Red Hat, Inc.",
libXrender,0.9.7,"Red Hat, Inc.",
rsct.basic.rte,3.2.1.1,,
xorg-x11-fonts-misc,7.5,"Red Hat, Inc.",
epel-release,6,Fedora Project,
X11.adt.include,7.1.4.0,,
fipscheck-lib,1.5.0,"Red Hat, Inc.",
glib2,2.28.8,CentOS,
bos.diag.util,7.1.4.0,,
python3-hawkey,0.55.0,"Red Hat, Inc.",
xinetd,2.3.14,CentOS,
bos.rte.libcur,7.1.3.0,,
wget,1.19.5,"Red Hat, Inc.",
libXinerama,1.1.2,"Red Hat, Inc.",
bos.sysmgt.quota,7.1.4.0,,
e2fsprogs,1.45.6,"Red Hat, Inc.",
libxklavier,4.0,CentOS,
bos.txt.tfs,7.1.4.0,,
systemd,239,"Red Hat, Inc.",
ConsoleKit-libs,0.4.1,"Red Hat, Inc.",
bos.rte.tty,7.1.4.0,,
perl-IO-Socket-SSL,2.066,"Red Hat, Inc.",
glibc-headers,2.12,CentOS,
openssl.base,1.0.1.515,,
linux-firmware,20201218,"Red Hat, Inc.",
pycairo,1.8.6,"Red Hat, Inc.",
bos.rte.devices_msg,7.1.4.0,,
perl-Unicode-Normalize,1.25,"Red Hat, Inc.",
libraw1394,2.0.4,CentOS,
bos.terminfo.rte,7.1.0.0,,
perl-Term-ANSIColor,4.06,"Red Hat, Inc.",
apr-util-ldap,1.3.9,"Red Hat, Inc.",
X11.samples.common,7.1.0.0,,
which,2.21,"Red Hat, Inc.",
net-snmp,5.5,CentOS,
perl.rte,5.10.1.250,,
perl-parent,0.237,"Red Hat, Inc.",
clusterlib,3.0.12.1,"Red Hat, Inc.",
rsct.core.sec,3.2.1.0,,
perl-PathTools,3.74,"Red Hat, Inc.",
gdm-libs,2.30.4,CentOS,
devices.pci.df1000f7.com,7.1.4.0,,
dnf-plugins-core,4.0.18,"Red Hat, Inc.",
ghostscript-fonts,5.50,"Red Hat, Inc.",
rsct.msg.EN_US.core.auditrm,3.2.1.0,,
libXau,1.0.9,"Red Hat, Inc.",
tog-pegasus,2.12.0,CentOS,
X11.fnt.defaultFonts,7.1.0.0,,
python3-jsonpatch,1.21,"Red Hat, Inc.",
libfprint,0.1.0,"Red Hat, Inc.",
devices.pci.3310e000.rte,7.1.1.0,,
python3-requests,2.20.0,"Red Hat, Inc.",
libXScrnSaver,1.2.2,CentOS,
rsct.msg.en_US.core.rmc.com,3.2.1.0,,
libXmu,1.1.3,"Red Hat, Inc.",
curl,7.19.7,"Red Hat, Inc.",
bos.terminfo.pc.data,7.1.0.0,,
lua,5.1.4,"Red Hat, Inc.",
python3-prettytable,0.7.2,"Red Hat, Inc.",
libblkid,2.17.2,CentOS,
bos.rte.archive,7.1.4.0,,
usbutils,003,"Red Hat, Inc.",
dejavu-fonts-common,2.35,"Red Hat, Inc.",
policycoreutils,2.0.83,"Red Hat, Inc.",
bos.pmapi.tools,7.1.4.0,,
passwd,0.77,"Red Hat, Inc.",
perl-File-Temp,0.230.600,"Red Hat, Inc.",
gnome-speech,0.4.25,CentOS,
devices.common.IBM.sissas.rte,7.1.4.0,,
quota,3.17,"Red Hat, Inc.",
dracut,049,"Red Hat, Inc.",
serviceguard-oracle-toolkit,A.12.00.00,,
bos.rte.aio,7.1.4.0,,
yp-tools,2.9,"Red Hat, Inc.",
perl-Text-Tabs+Wrap,2013.0523,"Red Hat, Inc.",
mesa-libGL,9.2,"Red Hat, Inc.",
perfagent.tools,7.1.4.0,,
rng-tools,5,"Red Hat, Inc.",
libcollection,0.7.0,"Red Hat, Inc.",
pulseaudio,0.9.21,CentOS,
Security Update for Windows Server 2003 (KB970238),1,Microsoft Corporation,
bos.rte.jfscomp,7.1.3.0,,
tcsh,6.17,"Red Hat, Inc.",
python3-cffi,1.11.5,"Red Hat, Inc.",
perl-Net-Telnet,3.03,"Red Hat, Inc.",
Security Update for Windows Server 2003 (KB969898),1,Microsoft Corporation,
devices.scsi.disk.rte,7.1.4.0,,
pam_passwdqc,1.0.5,"Red Hat, Inc.",
python3-rpm,4.14.3,"Red Hat, Inc.",
libgcj,4.4.7,CentOS,
Security Update for Windows Server 2003 (KB969947),1,Microsoft Corporation,
devices.sata.diag,7.1.2.0,,
checkpolicy,2.0.22,"Red Hat, Inc.",
python3-libs,3.6.8,"Red Hat, Inc.",
deviqa-mapper-event-libs,1.02.79,"Red Hat, Inc.",
invscout.ldb,2.2.0.2,,
grub,0.97,"Red Hat, Inc.",
libsss_idmap,2.4.0,"Red Hat, Inc.",
plymouth-utils,0.8.3,CentOS,
devices.pci.1410c002.diag,7.1.0.0,,
p11-kit-trust,0.18.5,"Red Hat, Inc.",
platform-python-pip,9.0.3,"Red Hat, Inc.",
gnutls-utils,2.8.5,"Red Hat, Inc.",
X11.apps.xterm,7.1.4.0,,
man-pages-overrides,6.9.1,"Red Hat, Inc.",
python3-syspurpose,1.28.13,"Red Hat, Inc.",
classpathx-mail,1.1.1,CentOS,
devices.common.IBM.ib.rte,6.1.9.100,,
bos.rte.SRC,7.1.4.0,,
biosdevname,0.7.2,"Red Hat, Inc.",
kmod,25,"Red Hat, Inc.",
libgdata,0.6.4,CentOS,
devices.pci.77101223.com,6.1.8.0,,
bos.sysmgt.smit,7.1.3.15,,
alsa-utils,1.1.0,"Red Hat, Inc.",
libpwquality,1.4.4,"Red Hat, Inc.",
atk,1.30.0,"Red Hat, Inc.",
rsct.compat.basic.hacmp,3.2.0.0,,
bos.terminfo.ansi.data,7.1.0.0,,
libproxy-bin,0.3.0,"Red Hat, Inc.",
cyrus-sasl-lib,2.1.27,"Red Hat, Inc.",
mx4j,3.0.1,CentOS,
devices.iscsi.disk.rte,6.1.6.15,,
devices.pciex.df1000fe.diag,7.1.0.0,,
kernel,2.6.32,"Red Hat, Inc.",
parted,3.2,"Red Hat, Inc.",
system-icon-theme,6.0.0,CentOS,
devices.pciex.7710322577106501.rte,6.1.8.0,,
bos.rte.libcfg,7.1.4.0,,
iwl100-firmware,39.31.5.1,"Red Hat, Inc.",
libssh-config,0.9.4,"Red Hat, Inc.",
devices.common.IBM.ethernet.rte,6.1.9.100,,
devices.pci.df1000f7.diag,7.1.4.0,,
dejavu-serif-fonts,2.33,"Red Hat, Inc.",
json-c,0.13.1,"Red Hat, Inc.",
devices.common.IBM.hdlc.sdlc,6.1.0.0,,
bos.rte.X11,7.1.0.0,,
ppl,0.10.2,"Red Hat, Inc.",
libsepol,2.9,"Red Hat, Inc.",
xorg-x11-drv-xgi,1.6.0,CentOS,
devices.pci.1410bd02.diag,6.1.9.0,,
devices.pci.4f11c800.diag,7.1.3.0,,
wireless-tools,29,"Red Hat, Inc.",
ipcalc,0.2.4,"Red Hat, Inc.",
system-config-firewall-base,1.2.27,CentOS,
bos.rte.methods,6.1.9.100,,
devices.pci.4f11c800.rte,7.1.4.0,,
ntsysv,1.3.49.5,"Red Hat, Inc.",
libssh,0.9.4,"Red Hat, Inc.",
python-tempita,0.4,"Red Hat, Inc.",
lwi.runtime,6.1.9.100,,
bos.ecc_client.rte,7.1.4.0,,
m4,1.4.13,"Red Hat, Inc.",
elfutils-libelf,0.182,"Red Hat, Inc.",
libhugetlbfs-utils,2.12,"Red Hat, Inc.",
bos.terminfo.wyse.data,6.1.0.0,,
devices.chrp.vdevice.rte,7.1.4.0,,
iwl6000g2a-firmware,17.168.5.3,"Red Hat, Inc.",
libss,1.45.6,"Red Hat, Inc.",
libedit,2.11,"Red Hat, Inc.",
csm.dsh,1.7.1.0,,
bos.alt_disk_install.boot_images,7.1.4.1,,
libICE,1.0.6,"Red Hat, Inc.",
filebeat,7.13.2,Elastic,
xorg-x11-drv-mach64,6.9.4,CentOS,
bos.loc.iso.en_US,7.1.1.0,,
numactl,2.0.9,"Red Hat, Inc.",
libstdc++,8.4.1,"Red Hat, Inc.",
gnome-disk-utility-ui-libs,2.30.1,CentOS,
wio.common,7.1.4.0,,
iwl5150-firmware,8.24.2.2,"Red Hat, Inc.",
libsysfs,2.1.0,"Red Hat, Inc.",
redhat-support-lib-python,0.9.5,"Red Hat, Inc.",
ibmdebugger.engine,12.1.0.2,,
X11.adt.bitmaps,7.1.0.0,,
ntpdate,4.2.6p5,"Red Hat, Inc.",
psmisc,23.1,"Red Hat, Inc.",
devices.pci.a8135201.rte,6.1.7.15,,
bos.perf.perfstat,7.1.4.0,,
pth,2.0.7,"Red Hat, Inc.",
sg3_utils-libs,1.44,"Red Hat, Inc.",
perl-version,0.77,"Red Hat, Inc.",
devices.pci.1410ec02.rte,6.1.0.5,,
bladelogic.rscd.rte-aix5.1,8.6.1.66,,
libXau,1.0.6,"Red Hat, Inc.",
libpath_utils,0.2.1,"Red Hat, Inc.",
xorg-x11-drv-dummy,0.3.6,CentOS,
bos.cifs_fs.smit,6.1.0.0,,
perl.libext,2.3.0.15,,
bc,1.06.95,"Red Hat, Inc.",
gpg-pubkey,d4082792,,
libpanelappletmm,2.26.0,CentOS,
bos.terminfo.cdc.data,6.1.0.0,,
bos.rte.iconv,7.1.4.1,,
audit-libs,2.4.5,"Red Hat, Inc.",
glibc-langpack-en,2.28,"Red Hat, Inc.",
python-formencode,1.2.2,"Red Hat, Inc.",
SUNWxwcsl,3.0,"Sun Microsystems, Inc.",
rsct.msg.en_US.core.rmc,2.5.4.0,,
X11.apps.rte,7.1.4.0,,
hicolor-icon-theme,0.11,"Red Hat, Inc.",
libteam,1.31,"Red Hat, Inc.",
perl-Crypt-SSLeay,0.57,"Red Hat, Inc.",
SUNWxwdem,6.6.2.7400,Oracle Corporation,
X11.msg.en_US.base.rte,6.1.0.0,,
bos.rte.compare,7.1.0.0,,
gpm-libs,1.20.6,"Red Hat, Inc.",
audit,3.0,"Red Hat, Inc.",
perl-Log-Message,0.02,"Red Hat, Inc.",
SUNWxwdim,6.6.2.7400,Oracle Corporation,
rsct.msg.EN_US.core.hostrm,2.5.4.0,,
devices.fcp.tape.rte,7.1.1.0,,
ustr,1.0.4,"Red Hat, Inc.",
xorg-x11-drv-penmount,1.5.0,CentOS,
SUNWxwdv,11.10.0,Oracle Corporation,
rsct.msg.en_US.core.rmc,3.2.1.0,,
coreutils-libs,8.4,"Red Hat, Inc.",
hdparm,9.54,"Red Hat, Inc.",
media-player-info,6,CentOS,
SUNWxwdxm,6.6.2.7400,Oracle Corporation,
devices.pci.df1000f7.rte,6.1.0.0,,
rsct.msg.EN_US.core.errm,3.2.1.0,,
deviqa-mapper-event-libs,1.02.117,"Red Hat, Inc.",
curl,7.61.1,"Red Hat, Inc.",
python-markupsafe,0.9.2,"Red Hat, Inc.",
SUNWxwfa,6.6.2.7400,Oracle Corporation,
bos.rte.edit,6.1.9.100,,
wio.vscsi,7.1.1.15,,
jpackage-utils,1.7.5,"Red Hat, Inc.",
geolite2-country,20180605,"Red Hat, Inc.",
psacct,6.3.2,"Red Hat, Inc.",
SUNWxwfnt,6.6.2.7400,"Sun Microsystems, Inc.",
devices.pci.99172604.rte,6.1.4.0,,
devices.pci.33103500.rte,7.1.0.15,,
sqlite,3.6.20,"Red Hat, Inc.",
libuser,0.62,"Red Hat, Inc.",
perl-IO-Zlib,1.09,"Red Hat, Inc.",
SUNWxwfs,6.6.2.7400,"Sun Microsystems, Inc.",
VRTSvsvc,5.0,Veritas Software,
VRTSvxfen,5.0,Symantec Corporation,
VRTSvxfs,5.0,Symantec Corporation,
VRTSvxmsa,4.4-REV=build010_2006.03.02,,
VRTSvxvm,5.0,Symantec Corporation,
VRTSweb,5.0.1,Symantec Corporation,
clarity-dagent,8.7.0,BMC Software Inc.,
SUNWtnfd,11.10.0,Oracle Corporation,
SUNWtoo,11.10.0,Oracle Corporation,
SUNWtsg,11.10.0,Oracle Corporation,
SUNWtsmc,11.10.0,Oracle Corporation,
SUNWtsr,11.10.0,Oracle Corporation,
SUNWtsu,11.10.0,Oracle Corporation,
SUNWtxfnt,10.0,"Sun Microsystems, Inc.",
SUNWuacm,11.10.0,Oracle Corporation,
SUNWucbt,11.10.0,Oracle Corporation,
SUNWudaplr,11.10.0,Oracle Corporation,
SUNWudapltr,11.10.0,Oracle Corporation,
SUNWudapltu,11.10.0,Oracle Corporation,
SUNWudaplu,11.10.0,Oracle Corporation,
SUNWudf,11.10.0,Oracle Corporation,
SUNWudfr,11.10.0,Oracle Corporation,
SUNWuecm,11.10.0,Oracle Corporation,
SUNWuedg,11.10.0,Oracle Corporation,
SUNWugen,11.10.0,Oracle Corporation,
SUNWugenu,11.10.0,Oracle Corporation,
SUNWuiu8,1.5,"Sun Microsystems, Inc.",
SUNWuium,1.5,"Sun Microsystems, Inc.",
SUNWuksp,11.10.0,Oracle Corporation,
SUNWukspfw,11.10.0,Oracle Corporation,
SUNWulcf,1.5,"Sun Microsystems, Inc.",
SUNWupdatemgrr,0.1,"Sun Microsystems, Inc.",
libnuma1:amd64,2.0.11,,
SUNWupdatemgru,0.1,"Sun Microsystems, Inc.",
libp11-kit0:amd64,0.23.2,,
SUNWuprl,11.10.0,Oracle Corporation,
libnih1:amd64,1.0.3,,
SUNWusb,11.10.0,Oracle Corporation,
libpam-modules:amd64,1.1.8,,
SUNWusbccid,11.10.0,"Sun Microsystems, Inc.",
alsa-lib,1.0.22,"Red Hat, Inc.",
libnettle6:amd64,3.2,,
SUNWusbs,11.10.0,Oracle Corporation,
sudo,1.8.6p3,"Red Hat, Inc.",
libpam-runtime,1.1.8,,
SUNWusbu,11.10.0,Oracle Corporation,
SUNWusoc,11.9.0,"Sun Microsystems, Inc.",
perl-XML-Grove,0.46alpha,"Red Hat, Inc.",
libpam-modules-bin,1.1.8,,
SUNWust1,11.10.0,Oracle Corporation,
SUNWuxlcf,1.5,"Sun Microsystems, Inc.",
audit,2.3.7,"Red Hat, Inc.",
libnfnetlink0:amd64,1.0.1,,
SUNWust2,11.10.0,Oracle Corporation,
SUNWusocx,11.9.0,"Sun Microsystems, Inc.",
libhugetlbfs-utils,2.16,"Red Hat, Inc.",
libnewt0.52:amd64,0.52.18,,
SUNWuxlcf,1.5,"Sun Microsystems, Inc.",
SUNWuxfl2,11.9.0,"Sun Microsystems, Inc.",
crash-gcore-command,1.0,"Red Hat, Inc.",
libnetfilter-conntrack3:amd64,1.0.5,,
SUNWvid,10.0.0,Oracle Corporation,
SUNWuxfle,11.9.0,"Sun Microsystems, Inc.",
alsa-utils,1.0.22,"Red Hat, Inc.",
libncursesw5:amd64,6.0+20160213,,
SUNWvld,1.0,"Sun Microsystems, Inc.",
SUNWuxfl4,11.9.0,"Sun Microsystems, Inc.",
tcsh,6.17,"Red Hat, Inc.",
libncurses5:amd64,6.0+20160213,,
SUNWvldu,1.0,"Sun Microsystems, Inc.",
SUNWuxfl1,11.9.0,"Sun Microsystems, Inc.",
elinks,0.12,"Red Hat, Inc.",
libmspack0:amd64,0.5,,
SUNWvncviewer,6.6.2.0500,Oracle Corporation,
libXtst,1.2.2,"Red Hat, Inc.",
SUNWuxflr,11.9.0,"Sun Microsystems, Inc.",
dstat,0.7.0,"Red Hat, Inc.",
libmpx0:amd64,5.4.0,,
SUNWvolr,11.10.0,Oracle Corporation,
libXext,1.3.3,"Red Hat, Inc.",
SUNWusx,11.9.0,"Sun Microsystems, Inc.",
perl-core,5.10.1,"Red Hat, Inc.",
libmpfr4:amd64,3.1.4,,
SUNWvolu,11.10.0,Oracle Corporation,
NetworkManager,1.0.0,"Red Hat, Inc.",
SUNWusb,11.9.0,"Sun Microsystems, Inc.",
tcpdump,4.0.0,"Red Hat, Inc.",
libmpdec2:amd64,2.4.2,,
SUNWvts,7.0,"Sun Microsystems, Inc.",
man-db,2.6.3,"Red Hat, Inc.",
SUNWulcfx,1.5,"Sun Microsystems, Inc.",
pinfo,0.6.9,"Red Hat, Inc.",
libmpc3:amd64,1.0.3,,
SUNWvtsmn,7.0,"Sun Microsystems, Inc.",
emacs-filesystem,24.3,"Red Hat, Inc.",
SUNWuxflu,11.9.0,"Sun Microsystems, Inc.",
perf,2.6.32,"Red Hat, Inc.",
libmount1:amd64,2.27.1,,
SUNWvtsr,7.0,"Sun Microsystems, Inc.",
NetworkManager-tui,1.0.0,"Red Hat, Inc.",
SUNWvid,9.0.0,"Sun Microsystems, Inc.",
perl-Crypt-SSLeay,0.57,"Red Hat, Inc.",
libmnl0:amd64,1.0.3,,
SUNWvtss,7.0,"Sun Microsystems, Inc.",
audit-libs,2.4.1,"Red Hat, Inc.",
SUNWusbx,11.9.0,"Sun Microsystems, Inc.",
perl-XML-Twig,3.34,"Red Hat, Inc.",
libffi6:amd64,3.2.1,,
SUNWvtsts,7.0,"Sun Microsystems, Inc.",
pcre,8.32,"Red Hat, Inc.",
SUNWusbu,11.9.0,"Sun Microsystems, Inc.",
prelink,0.4.6,"Red Hat, Inc.",
libfile-fcntllock-perl,0.22,,
SUNWwbapi,2.6,Oracle Corporation,
ntp,4.2.6p5,"Red Hat, Inc.",
SUNWulocf,1.5,"Sun Microsystems, Inc.",
oprofile,0.9.9,"Red Hat, Inc.",
libfuse2:amd64,2.9.4,,
SUNWwbcor,2.6,Oracle Corporation,
numactl-libs,2.0.9,"Red Hat, Inc.",
SUNWuxlcx,1.5,"Sun Microsystems, Inc.",
cas,0.15,"Red Hat, Inc.",
libfribidi0:amd64,0.19.7,,
SUNWwbcou,2.6,Oracle Corporation,
libpcap,1.5.3,"Red Hat, Inc.",
SUNWvolu,11.9.0,"Sun Microsystems, Inc.",
latencytop,0.5,"Red Hat, Inc.",
libfreetype6:amd64,2.6.1,,
SUNWwbdev,2.6,Oracle Corporation,
filesystem,3.2,"Red Hat, Inc.",
SUNWvolr,11.9.0,"Sun Microsystems, Inc.",
yum-plugin-security,1.1.30,"Red Hat, Inc.",
command-not-found-data,0.3ubuntu16.04.2,,
SUNWwbdoc,2.6,Oracle Corporation,
PyYAML,3.10,"Red Hat, Inc.",
SUNWvolg,1.0.9,"Sun Microsystems, Inc.",
dracut-kernel,004,"Red Hat, Inc.",
cloud-initramfs-dyn-netconf,0.27ubuntu1.2,,
SUNWwbmc,11.10,Oracle Corporation,
sed,4.2.2,"Red Hat, Inc.",
SUNWvld,1.0,"Sun Microsystems, Inc.",
less,436,"Red Hat, Inc.",
console-setup,1.108ubuntu15.2,,
SUNWwbpro,2.0,Oracle Corporation,
iproute,3.10.0,"Red Hat, Inc.",
SUNWwgetr,11.9.0,"Sun Microsystems, Inc.",
cryptsetup-luks,1.2.0,"Red Hat, Inc.",
cloud-initramfs-copymods,0.27ubuntu1.2,,
SUNWwbsup,11.10.0,Oracle Corporation,
mpfr,3.1.1,"Red Hat, Inc.",
SUNWvldx,1.0,"Sun Microsystems, Inc.",
rhnsd,4.9.3,"Red Hat, Inc.",
console-setup-linux,1.108ubuntu15.2,,
SUNWwebminr,11.10.0,Oracle Corporation,
libcurl,7.29.0,"Red Hat, Inc.",
SUNWvldu,1.0,"Sun Microsystems, Inc.",
sssd-ldap,1.12.4,"Red Hat, Inc.",
command-not-found,0.3ubuntu16.04.2,,
SUNWwebminu,11.10.0,Oracle Corporation,
checkpolicy,2.1.12,"Red Hat, Inc.",
SUNWvolux,11.9.0,"Sun Microsystems, Inc.",
ca-certificates,20160104ubuntu1,,
SUNWwgetr,11.10.0,Oracle Corporation,
libsemanage,2.1.10,"Red Hat, Inc.",
SUNWwbdoc,2.5,"Sun Microsystems, Inc.",
perl-ExtUtils-ParseXS,2.2003.0,"Red Hat, Inc.",
cloud-init,0.7.8,,
SUNWwgetu,11.10.0,Oracle Corporation,
nss-softokn-freebl,3.16.2.3,"Red Hat, Inc.",
SUNWwbdev,2.5,"Sun Microsystems, Inc.",
perl-IPC-Cmd,0.56,"Red Hat, Inc.",
cloud-guest-utils,0.27,,
SUNWwsr2,4.0.0,Oracle Corporation,
sysvinit-tools,2.88,"Red Hat, Inc.",
SUNWvtsmn,5.1,"Sun Microsystems, Inc.",
sssd-ipa,1.12.4,"Red Hat, Inc.",
libwind0-heimdal:amd64,1.7~git20150920+dfsg,,
SUNWwsrv,3.0.0,Oracle Corporation,
libtirpc,0.2.4,"Red Hat, Inc.",
SUNWwbapi,2.5,"Sun Microsystems, Inc.",
module-init-tools,3.9,"Red Hat, Inc.",
linux-headers-4.4.0-87,4.4.0,,
SUNWwxwidgets,11.10.0,Oracle Corporation,
libverto-tevent,0.2.5,"Red Hat, Inc.",
SUNWvtsx,5.1,"Sun Microsystems, Inc.",
cracklib-dicts,2.8.16,"Red Hat, Inc.",
dnsmasq,2.66,"Red Hat, Inc.",
linux-headers-4.4.0-75-generic,4.4.0,,
SUNWwxwidgets-devel,11.10.0,Oracle Corporation,
libmount,2.23.2,"Red Hat, Inc.",
SUNWwbcor,2.5,"Sun Microsystems, Inc.",
mdadm,3.3.2,"Red Hat, Inc.",
jasper-libs,1.900.1,"Red Hat, Inc.",
linux-headers-4.4.0-78-generic,4.4.0,,
SUNWxcu4,11.10.0,Oracle Corporation,
openldap,2.4.39,"Red Hat, Inc.",
SUNWwgetu,11.9.0,"Sun Microsystems, Inc.",
perl-CPAN,1.9402,"Red Hat, Inc.",
harfbuzz,0.9.36,"Red Hat, Inc.",
linux-headers-4.4.0-70,4.4.0,,
SUNWxcu4t,5.10,"Sun Microsystems, Inc.",
deviqa-mapper,1.02.107,"Red Hat, Inc.",
SUNWvts,5.1,"Sun Microsystems, Inc.",
perl-Test-Simple,0.92,"Red Hat, Inc.",
sudo,1.8.6p7,"Red Hat, Inc.",
linux-headers-4.4.0-79,4.4.0,,
SUNWxcu6,11.10.0,Oracle Corporation,
libstdc++,4.8.5,"Red Hat, Inc.",
SUNWwbpro,2.0,"Sun Microsystems, Inc.",
devices.pci.99172604.diag,6.1.4.0,,
bos.msg.en_US.net.ipsec,7.1.3.0,,
libblkid,2.17.2,"Red Hat, Inc.",
python3-idna,2.5,"Red Hat, Inc.",
libwnck,2.28.0,CentOS,
SUNWxwhl,6.6.2.7400,Oracle Corporation,
devices.vdevice.hvterm-protocol.rte,6.1.0.0,,
devices.scsi.disk.rspc,7.1.0.0,,
deviqa-mapper,1.02.117,"Red Hat, Inc.",
virt-what,1.18,"Red Hat, Inc.",
kpathsea,2007,CentOS,
SUNWxwice,6.6.2.7400,"Sun Microsystems, Inc.",
X11.fnt.ucs.com,6.1.0.0,,
bos.rte.cron,7.1.4.0,,
libsemanage,2.0.43,"Red Hat, Inc.",
nfs4-acl-tools,0.3.5,"Red Hat, Inc.",
libproxy-python,0.3.0,"Red Hat, Inc.",
SUNWxwinc,6.6.2.7400,"Sun Microsystems, Inc.",
X11.Dt.helpinfo,6.1.2.0,,
rsct.compat.basic.hacmp,3.2.1.0,,
gmp,4.3.1,"Red Hat, Inc.",
gnupg2-smime,2.2.20,"Red Hat, Inc.",
mlocate,0.22.2,"Red Hat, Inc.",
SUNWxwkey,4.0,"Sun Microsystems, Inc.",
rsct.core.fsrm,3.2.0.1,,
bos.terminfo.wyse.data,7.1.0.0,,
pam,1.1.1,"Red Hat, Inc.",
libsss_certmap,2.4.0,"Red Hat, Inc.",
perl-Compress-Raw-Bzip2,2.021,"Red Hat, Inc.",
SUNWxwman,6.6.2.7400,"Sun Microsystems, Inc.",
devices.msg.en_US.sys.mca.rte,6.1.4.0,,
devices.scsi.disk.diag.rte,7.1.4.0,,
gpgme,1.1.8,"Red Hat, Inc.",
selinux-policy-targeted,3.14.3,"Red Hat, Inc.",
libreport-newt,2.0.9,CentOS,
SUNWxwmod,6.6.2.7400,Oracle Corporation,
bos.rte.libcur,6.1.9.15,,
bos.mls.lib,7.1.0.0,,
module-init-tools,3.9,"Red Hat, Inc.",
yp-tools,4.2.3,"Red Hat, Inc.",
libisofs,0.6.32,CentOS,
SUNWxwoft,6.6.2.7400,Oracle Corporation,
vacpp.cmp.aix53.lib,12.1.0.0,,
lsof.base,4.7.0.1,,
libtirpc,0.2.1,"Red Hat, Inc.",
bzip2-libs,1.0.6,"Red Hat, Inc.",
abrt-addon-ccpp,2.0.8,"Red Hat, Inc.",
SUNWxwopt,6.6.2.7400,"Sun Microsystems, Inc.",
bos.adt.insttools,6.1.9.100,,
bos.sysmgt.serv_aid,7.1.4.0,,
util-linux-ng,2.17.2,"Red Hat, Inc.",
xkeyboard-config,2.28,"Red Hat, Inc.",
scl-utils,20120927,"Red Hat, Inc.",
SUNWxwpft,6.6.2.7400,Oracle Corporation,
idebug.msg.ko_KR.olt,99.99.9999.9999,,
rsct.core.rmc,3.2.1.1,,
nss-softokn,3.14.3,"Red Hat, Inc.",
libsolv,0.7.16,"Red Hat, Inc.",
xz,4.999.9,"Red Hat, Inc.",
SUNWxwpl,10.0,"Sun Microsystems, Inc.",
bos.rte.streams,6.1.8.0,,
devices.pci.1410bd02.diag,7.1.3.0,,
binutils,2.20.51.0.2,"Red Hat, Inc.",
ncurses-base,6.1,"Red Hat, Inc.",
ORBit2,2.14.17,CentOS,
Security Update for Windows Server 2003 (KB2229593),1,Microsoft Corporation,
SUNWxwplr,6.6.2.7400,"Sun Microsystems, Inc.",
devices.pciex.2514310025140100.diag,6.1.4.0,,
X11.samples.apps.clients,7.1.4.0,,
ConsoleKit-libs,0.4.1,"Red Hat, Inc.",
passwd,0.80,"Red Hat, Inc.",
compiz,0.8.2,CentOS,
Update for Windows Server 2003 (KB2264107),1,Microsoft Corporation,
SUNWxwplt,6.6.2.7400,"Sun Microsystems, Inc.",
bos.sysmgt.serv_aid,6.1.9.100,,
X11.loc.en_US.base.lib,7.1.0.0,,
libevent,1.4.13,"Red Hat, Inc.",
subscription-manager-rhsm-certificates,1.28.13,"Red Hat, Inc.",
python-babel,0.9.4,"Red Hat, Inc.",
Security Update for Windows Server 2003 (KB2296011),1,Microsoft Corporation,
SUNWxwpmn,6.6.2.7400,"Sun Microsystems, Inc.",
devices.common.IBM.crypt.rte,6.1.0.0,,
devices.tty.rte,7.1.4.0,,
python-ethtool,0.6,"Red Hat, Inc.",
libcroco,0.6.12,"Red Hat, Inc.",
dosfstools,3.0.9,"Red Hat, Inc.",
Security Update for Windows Server 2003 (KB2286198),1,Microsoft Corporation,
SUNWxwpsr,6.6.2.7400,Oracle Corporation,
perfagent.tools,6.1.9.100,,
bos.data,7.1.0.15,,
libacl,2.2.49,"Red Hat, Inc.",
sudo,1.8.29,"Red Hat, Inc.",
make,3.81,"Red Hat, Inc.",
Security Update for Windows Server 2003 (KB2259922),1,Microsoft Corporation,
SUNWxwrtl,6.6.2.7400,"Sun Microsystems, Inc.",
devices.pci.13100560.rte,6.1.8.0,,
